reflective,transitive 
99.7097,98
99.7083,98
99.7054,98
99.7055,98
99.7065,98
99.713,98
99.715,98
99.7165,98
99.7176,98
99.7175,98
99.7177,98
99.7182,98
99.7184,98
99.7183,98
99.7179,98
99.7174,98
99.7167,98
99.7161,98
99.7141,98
99.7143,98
99.7135,98
99.7157,98
99.7172,98
99.7157,98
99.717,98
99.7192,98
99.7197,98
99.7219,98
99.7234,98
99.7243,98
99.7237,98
99.7226,98
99.7224,98
99.7231,98
99.7233,98
99.7235,98
99.7226,98
99.7239,98
99.7236,98
99.7261,98
99.7287,98
99.7305,98
99.7308,98
99.73,98
99.7278,98
99.7261,98
99.7246,98
99.7253,98
99.7277,98
99.7307,98
99.7325,98
99.7332,98
99.7336,98
99.734,98
99.7351,98
99.7363,98
99.7378,98
99.7391,98
99.7391,98
99.7417,98
99.7422,98
99.7424,98
99.7431,98
99.7412,98
99.7395,98
99.7409,98
99.7403,98
99.7401,98
99.7375,98
99.7363,98
99.7376,98
99.7383,98
99.7398,98
99.7404,98
99.7411,98
99.7424,98
99.7445,98
99.7466,98
99.749,98
99.7498,98
99.753,98
99.753,98
99.7543,98
99.755,98
99.7554,98
99.7547,98
99.7536,98
99.7534,98
99.7504,98
99.7499,98
99.7507,98
99.7503,98
99.7505,98
99.7506,98
99.7503,98
99.751,98
99.7507,98
99.7506,98
99.7506,98
99.749,98
99.7488,98
99.7467,98
99.7454,98
99.7451,98
99.7492,98
99.7507,98
99.7527,98
99.7527,98
99.7481,98
99.7422,98
99.7411,98
99.7416,98
99.742,98
99.7415,98
99.7414,98
99.7414,98
99.7413,98
99.7407,98
99.7411,98
99.7415,98
99.7417,98
99.7412,98
99.741,98
99.7414,98
99.7427,98
99.7465,98
99.7523,98
99.7527,98
99.7528,98
99.7498,98
99.7457,98
99.7446,98
99.745,98
99.7448,98
99.7448,98
99.7448,98
99.7448,98
99.7445,98
99.7444,98
99.7436,98
99.7427,98
99.742,98
99.7412,98
99.7403,98
99.7382,98
99.7384,98
99.7409,98
99.7437,98
99.7407,98
99.7361,98
99.7356,98
99.7349,98
99.7346,98
99.7347,98
99.7348,98
99.7344,98
99.7348,98
99.7347,98
99.7345,98
99.7348,98
99.7352,98
99.7343,98
99.7322,98
99.7307,98
99.7309,98
99.7278,98
99.727,98
99.7263,98
99.7279,98
99.7297,98
99.7299,98
99.7306,98
99.7305,98
99.7304,98
99.7305,98
99.7308,98
99.7306,98
99.7308,98
99.7307,98
99.7306,98
99.7295,98
99.7287,98
99.7274,98
99.7281,98
99.7275,98
99.7263,98
99.7263,98
99.7262,98
99.7253,98
99.7227,98
99.7227,98
99.7246,98
99.7244,98
99.7241,98
99.7239,98
99.7235,98
99.723,98
99.7229,98
99.7229,98
99.7234,98
99.7246,98
99.726,98
99.7274,98
99.7294,98
99.7296,98
99.7306,98
99.731,98
99.732,98
99.7321,98
99.7304,98
99.7287,98
99.7282,98
99.7267,98
99.7267,98
99.7266,98
99.7265,98
99.7263,98
99.7265,98
99.7266,98
99.7259,98
99.7264,98
99.7265,98
99.7249,98
99.7243,98
99.7241,98
99.7229,98
99.7184,98
99.7175,98
99.7168,98
99.7158,98
99.7192,98
99.7203,98
99.7214,98
99.7218,98
99.722,98
99.7219,98
99.7218,98
99.7225,98
99.7226,98
99.7223,98
99.7221,98
99.7215,98
99.7217,98
99.7193,98
99.7193,98
99.7185,98
99.7186,98
99.7184,98
99.7201,98
99.7212,98
99.7184,98
99.7189,98
99.7203,98
99.7199,98
99.7203,98
99.7204,98
99.7201,98
99.7206,98
99.7205,98
99.7206,98
99.7206,98
99.7207,98
99.7216,98
99.7219,98
99.7202,98
99.7192,98
99.7184,98
99.7188,98
99.7217,98
99.7222,98
99.7207,98
99.7162,98
99.7147,98
99.7164,98
99.7168,98
99.7168,98
99.7163,98
99.716,98
99.7159,98
99.7158,98
99.7167,98
99.7175,98
99.7188,98
99.7187,98
99.718,98
99.7164,98
99.7152,98
99.7158,98
99.7166,98
99.7169,98
99.7136,98
99.7074,98
99.7052,98
99.706,98
99.7063,98
99.7061,98
99.7058,98
99.7054,98
99.7058,98
99.7058,98
99.7058,98
99.7058,98
99.7058,98
99.7057,98
99.7043,98
99.7036,98
99.7014,98
99.701,98
99.7021,98
99.7056,98
99.7053,98
99.7035,98
99.7012,98
99.7007,98
99.7022,98
99.7038,98
99.7055,98
99.7058,98
99.706,98
99.7059,98
99.7058,98
99.7059,98
99.7062,98
99.7063,98
99.7066,98
99.7054,98
99.7044,98
99.7042,98
99.7054,98
99.708,98
99.7096,98
99.7104,98
99.7093,98
99.7049,98
99.7058,98
99.7071,98
99.7082,98
99.7084,98
99.7085,98
99.7085,98
99.7086,98
99.7091,98
99.7087,98
99.7099,98
99.7107,98
99.7101,98
99.7105,98
99.7105,98
99.7109,98
99.7121,98
99.7119,98
99.7107,98
99.7107,98
99.7099,98
99.7076,98
99.709,98
99.7094,98
99.7096,98
99.7091,98
99.7085,98
99.7086,98
99.7092,98
99.7097,98
99.7102,98
99.7105,98
99.7101,98
99.7097,98
99.71,98
99.7097,98
99.7113,98
99.7113,98
99.7147,98
99.7157,98
99.7141,98
99.7146,98
99.7164,98
99.7199,98
99.7218,98
99.7231,98
99.7237,98
99.7246,98
99.7252,98
99.7254,98
99.7257,98
99.727,98
99.728,98
99.7277,98
99.7299,98
99.7299,98
99.7317,98
99.737,98
99.7386,98
99.7377,98
99.7359,98
99.7358,98
99.7379,98
99.7385,98
99.7384,98
99.7388,98
99.7383,98
99.7383,98
99.7385,98
99.7393,98
99.7407,98
99.7417,98
99.7427,98
99.7436,98
99.7454,98
99.7468,98
99.7494,98
99.751,98
99.7546,98
99.7557,98
99.7528,98
99.7481,98
99.7462,98
99.7453,98
99.7451,98
99.7456,98
99.7454,98
99.7449,98
99.7448,98
99.745,98
99.7451,98
99.7457,98
99.7468,98
99.7468,98
99.7465,98
99.7465,98
99.7467,98
99.7464,98
99.7481,98
99.7531,98
99.7537,98
99.7537,98
99.7537,98
99.7555,98
99.7571,98
99.7573,98
99.7578,98
99.7582,98
99.7588,98
99.7589,98
99.7589,98
99.759,98
99.7596,98
99.76,98
99.7609,98
99.7616,98
99.7617,98
99.7625,98
99.7635,98
99.7674,98
99.7727,98
99.7716,98
99.7705,98
99.7693,98
99.7699,98
99.77,98
99.7699,98
99.7699,98
99.7695,98
99.7696,98
99.7697,98
99.7701,98
99.7699,98
99.7699,98
99.7695,98
99.7686,98
99.7681,98
99.768,98
99.7687,98
99.7728,98
99.7765,98
99.7763,98
99.7721,98
99.7702,98
99.7688,98
99.7686,98
99.7682,98
99.7671,98
99.767,98
99.7669,98
99.7669,98
99.7671,98
99.7671,98
99.7664,98
99.7657,98
99.7656,98
99.7654,98
99.7655,98
99.7658,98
99.7676,98
99.7703,98
99.7696,98
99.7678,98
99.7676,98
99.7688,98
99.7688,98
99.7687,98
99.7683,98
99.7686,98
99.7689,98
99.7691,98
99.7688,98
99.7688,98
99.7693,98
99.7692,98
99.7692,98
99.77,98
99.7703,98
99.7701,98
99.7696,98
99.7695,98
99.7731,98
99.7757,98
99.7776,98
99.779,98
99.7792,98
99.7791,98
99.779,98
99.7791,98
99.7793,98
99.7792,98
99.7792,98
99.7795,98
99.7803,98
99.7818,98
99.7829,98
99.7831,98
99.7851,98
99.7854,98
99.7854,98
99.7826,98
99.7794,98
99.7781,98
99.7769,98
99.7756,98
99.7753,98
99.7751,98
99.7748,98
99.7743,98
99.7742,98
99.7743,98
99.7743,98
99.7745,98
99.775,98
99.7761,98
99.7764,98
99.7771,98
99.7778,98
99.7775,98
99.7723,98
99.7672,98
99.7661,98
99.7681,98
99.7696,98
99.7699,98
99.7702,98
99.7705,98
99.7703,98
99.7701,98
99.7697,98
99.7689,98
99.7681,98
99.7678,98
99.7669,98
99.7678,98
99.7692,98
99.7682,98
99.7672,98
99.7654,98
99.7603,98
99.7578,98
99.7605,98
99.7643,98
99.7664,98
99.7682,98
99.7691,98
99.7693,98
99.7695,98
99.7689,98
99.7696,98
99.7702,98
99.7703,98
99.7716,98
99.7726,98
99.774,98
99.7759,98
99.7766,98
99.7753,98
99.7708,98
99.7636,98
99.7609,98
99.7633,98
99.7656,98
99.7667,98
99.7658,98
99.7651,98
99.7651,98
99.7649,98
99.7649,98
99.7645,98
99.7654,98
99.7662,98
99.766,98
99.7672,98
99.7683,98
99.7685,98
99.7677,98
99.7613,98
99.7546,98
99.754,98
99.7568,98
99.7583,98
99.7581,98
99.7577,98
99.7561,98
99.7552,98
99.7548,98
99.754,98
99.7534,98
99.7525,98
99.7533,98
99.7552,98
99.7556,98
99.7577,98
99.757,98
99.755,98
99.7508,98
99.7481,98
99.7448,98
99.7446,98
99.747,98
99.7501,98
99.7521,98
99.7526,98
99.7522,98
99.7524,98
99.7527,98
99.7523,98
99.7532,98
99.7545,98
99.7556,98
99.7563,98
99.7577,98
99.7581,98
99.7563,98
99.7504,98
99.749,98
99.7463,98
99.7467,98
99.7497,98
99.7534,98
99.7563,98
99.7571,98
99.7579,98
99.7574,98
99.7571,98
99.7564,98
99.7562,98
99.7567,98
99.7569,98
99.7577,98
99.7591,98
99.7593,98
99.7598,98
99.7581,98
99.7554,98
99.7544,98
99.7561,98
99.7571,98
99.7589,98
99.76,98
99.7579,98
99.7564,98
99.7557,98
99.7552,98
99.7542,98
99.7531,98
99.7532,98
99.753,98
99.7541,98
99.7558,98
99.7576,98
99.7572,98
99.7551,98
99.7534,98
99.7537,98
99.7543,98
99.7551,98
99.7564,98
99.7586,98
99.7603,98
99.7604,98
99.76,98
99.7594,98
99.7593,98
99.759,98
99.7581,98
99.7575,98
99.7577,98
99.7582,98
99.7589,98
99.7594,98
99.7596,98
99.7556,98
99.7534,98
99.7538,98
99.755,98
99.758,98
99.7618,98
99.7622,98
99.7612,98
99.7609,98
99.7608,98
99.7608,98
99.7604,98
99.7612,98
99.761,98
99.7611,98
99.7633,98
99.7655,98
99.767,98
99.7669,98
99.7657,98
99.7593,98
99.7554,98
99.7567,98
99.76,98
99.7608,98
99.7611,98
99.7597,98
99.7584,98
99.7581,98
99.7576,98
99.7571,98
99.757,98
99.757,98
99.7571,98
99.758,98
99.758,98
99.7592,98
99.7584,98
99.7561,98
99.7496,98
99.7479,98
99.7491,98
99.7542,98
99.7563,98
99.7573,98
99.7564,98
99.7565,98
99.7565,98
99.7559,98
99.7555,98
99.7551,98
99.7561,98
99.7573,98
99.7595,98
99.7618,98
99.7616,98
99.7599,98
99.7556,98
99.7502,98
99.7496,98
99.7504,98
99.7527,98
99.7554,98
99.7582,98
99.7581,98
99.7578,98
99.7578,98
99.7575,98
99.7568,98
99.7574,98
99.7571,98
99.7582,98
99.7593,98
99.7596,98
99.7548,98
99.7488,98
99.7453,98
99.743,98
99.7401,98
99.7396,98
99.7427,98
99.7453,98
99.7451,98
99.7447,98
99.7436,98
99.7433,98
99.7439,98
99.7445,98
99.747,98
99.7502,98
99.7509,98
99.7504,98
99.7472,98
99.7445,98
99.7432,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
99.7491,98
99.7496,98
99.7493,98
99.7454,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
99.74,98
99.7403,98
99.7411,98
99.7419,98
99.7426,98
nan,98
nan,98
nan,98
nan,98
nan,98
99.7429,98
99.745,98
99.7447,98
99.7453,98
nan,98
99.7414,98
99.7445,98
99.7453,98
99.7463,98
99.7468,98
99.7479,98
99.7502,98
99.7504,98
99.7496,98
99.749,98
99.7489,98
99.7493,98
99.749,98
99.7486,98
99.7479,98
99.7494,98
99.7512,98
99.7514,98
99.7508,98
99.7487,98
99.7479,98
99.7494,98
99.7502,98
99.7517,98
99.753,98
99.7534,98
99.753,98
99.7532,98
99.7531,98
99.7525,98
99.7516,98
99.751,98
99.7518,98
99.7523,98
99.7547,98
99.7553,98
99.7564,98
99.7578,98
99.7568,98
99.7561,98
99.7545,98
99.7581,98
99.7628,98
99.7667,98
99.7675,98
99.7676,98
99.7677,98
99.7684,98
99.7684,98
99.7684,98
99.7688,98
99.7681,98
99.7684,98
99.7697,98
99.7705,98
99.7718,98
99.7733,98
99.7741,98
99.7762,98
99.7757,98
99.7761,98
99.7758,98
99.7752,98
99.7749,98
99.7757,98
99.7758,98
99.7759,98
99.7766,98
99.7764,98
99.7762,98
99.7764,98
99.7768,98
99.7772,98
99.7769,98
99.7764,98
99.776,98
99.7759,98
99.7763,98
99.7768,98
99.7787,98
99.7777,98
99.7757,98
99.7744,98
99.7742,98
99.7738,98
99.7732,98
99.7729,98
99.7723,98
99.7712,98
99.7711,98
99.7714,98
99.771,98
99.7704,98
99.7701,98
99.769,98
99.7675,98
99.766,98
99.7671,98
99.7665,98
99.7709,98
99.773,98
99.7743,98
99.7771,98
99.7786,98
99.779,98
99.7787,98
99.7786,98
99.7794,98
99.7784,98
99.7784,98
99.7784,98
99.7774,98
99.778,98
99.7782,98
99.7795,98
99.7802,98
99.7807,98
99.7833,98
99.7853,98
99.7881,98
99.7866,98
99.7845,98
99.7828,98
99.7819,98
99.7818,98
99.7816,98
99.7813,98
99.7809,98
99.7808,98
99.7808,98
99.781,98
99.7814,98
99.7814,98
99.7821,98
99.7812,98
99.7811,98
99.78,98
99.7794,98
99.779,98
99.7783,98
99.7791,98
99.7775,98
99.7774,98
99.7767,98
99.776,98
99.7752,98
99.7747,98
99.7738,98
99.7733,98
99.7727,98
99.772,98
99.7725,98
99.7745,98
99.7739,98
99.7755,98
99.7766,98
99.7781,98
99.7766,98
99.7741,98
99.7739,98
99.7739,98
99.7766,98
99.779,98
99.7801,98
99.7797,98
99.7795,98
99.7798,98
99.7798,98
99.7796,98
99.779,98
99.7786,98
99.7791,98
99.78,98
99.7832,98
99.7855,98
99.7869,98
99.7881,98
99.7909,98
99.7914,98
99.7916,98
99.7919,98
99.7929,98
99.7943,98
99.7963,98
99.797,98
99.7971,98
99.7973,98
99.7973,98
99.7981,98
99.7983,98
99.7979,98
99.7979,98
99.7981,98
99.7988,98
99.8007,98
99.8017,98
99.8025,98
99.8032,98
99.8038,98
99.8037,98
99.8041,98
99.8047,98
99.805,98
99.8046,98
99.8046,98
99.8044,98
99.8041,98
99.8041,98
99.8041,98
99.8038,98
99.8045,98
99.8058,98
99.8076,98
99.8088,98
99.8088,98
99.8101,98
99.8142,98
99.8146,98
99.8152,98
99.814,98
99.8148,98
99.8169,98
99.8188,98
99.8194,98
99.8194,98
99.8196,98
99.8199,98
99.8201,98
99.82,98
99.8198,98
99.8196,98
99.82,98
99.8203,98
99.8211,98
99.8224,98
99.8244,98
99.8255,98
99.8274,98
99.8303,98
99.8328,98
99.8293,98
99.8293,98
99.826,98
99.8269,98
99.827,98
99.827,98
99.8268,98
99.8268,98
99.827,98
99.8272,98
99.8274,98
99.8269,98
99.8274,98
99.8277,98
99.8278,98
99.8273,98
99.8283,98
99.8294,98
99.8332,98
99.8348,98
99.835,98
99.832,98
99.8311,98
99.8321,98
99.8324,98
99.8322,98
99.832,98
99.8319,98
99.832,98
99.8323,98
99.8324,98
99.8324,98
99.832,98
99.8322,98
99.833,98
99.8336,98
99.8322,98
99.8331,98
99.8338,98
99.8358,98
99.8381,98
99.8349,98
99.8331,98
99.8337,98
99.8349,98
99.8353,98
99.8356,98
99.8358,98
99.836,98
99.8361,98
99.8363,98
99.8363,98
99.8366,98
99.8372,98
99.8378,98
99.8387,98
99.8397,98
99.8415,98
99.8435,98
99.8481,98
99.8497,98
99.8499,98
99.8472,98
99.8461,98
99.846,98
99.8465,98
99.8468,98
99.8464,98
99.8461,98
99.8463,98
99.8467,98
99.8466,98
99.8463,98
99.8463,98
99.8458,98
99.8454,98
99.8442,98
99.845,98
99.8453,98
99.8469,98
99.8465,98
99.8419,98
99.8399,98
99.8397,98
99.84,98
99.8396,98
99.8388,98
99.8379,98
99.8375,98
99.8373,98
99.8373,98
99.8371,98
99.8376,98
99.8379,98
99.8385,98
99.8395,98
99.8409,98
99.8413,98
99.8402,98
99.8372,98
99.8374,98
99.8391,98
99.841,98
99.8408,98
99.8408,98
99.8408,98
99.8408,98
99.8408,98
99.8406,98
99.8403,98
99.8399,98
99.84,98
99.8406,98
99.8416,98
99.8427,98
99.8446,98
99.8457,98
99.8447,98
99.8382,98
99.8358,98
99.8347,98
99.8374,98
99.8384,98
99.8379,98
99.8373,98
99.8376,98
99.8375,98
99.8369,98
99.8364,98
99.8359,98
99.8361,98
99.8366,98
99.8378,98
99.8393,98
99.8394,98
99.8389,98
99.8349,98
99.8314,98
99.8292,98
99.8291,98
99.8292,98
99.8336,98
99.8361,98
99.8369,98
99.8363,98
99.8357,98
99.8353,98
99.8344,98
99.8336,98
99.8341,98
99.8349,98
99.8356,98
99.8355,98
99.8335,98
99.8314,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
99.8065,98
99.8052,98
99.8026,98
99.8014,98
99.8009,98
99.8027,98
99.805,98
99.8065,98
99.8069,98
99.8061,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
99.7886,98
99.7872,98
99.7848,98
99.7821,98
99.7821,98
99.784,98
99.7865,98
99.7882,98
99.7886,98
99.7869,98
99.7807,98
99.7789,98
nan,98
nan,98
nan,98
99.7778,98
99.7778,98
99.7777,98
99.7773,98
99.7761,97
99.7744,97
99.7747,97
99.7784,97
99.783,97
99.7878,97
99.7908,97
99.7918,97
99.7868,97
99.7846,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,97
nan,98
nan,98
99.7801,98
99.7795,98
99.7772,98
99.7755,98
99.7758,98
99.7802,98
99.7822,98
99.7833,98
99.7839,98
99.7843,98
99.7851,98
99.7857,98
99.7861,98
99.7853,98
99.7852,98
99.7831,98
99.7809,98
99.7803,98
99.7802,98
99.7779,98
99.7764,98
99.7763,98
99.7783,98
99.7825,98
99.7827,98
99.7828,98
99.7822,98
99.7823,98
99.7818,98
99.782,98
99.7819,98
99.7828,98
99.7829,98
99.7814,98
99.7803,98
99.7774,98
99.7736,98
99.7711,98
99.7716,98
99.7725,98
99.7724,98
99.7721,98
99.7712,98
99.7705,98
99.7699,98
99.769,98
99.7682,98
99.7677,98
99.7666,98
99.7657,98
99.7651,98
99.7638,98
99.7607,98
99.7605,98
99.7577,98
99.7534,98
99.7562,98
99.7567,98
99.7573,98
99.7553,98
99.7532,98
99.7519,98
99.7514,98
99.7511,98
99.7505,98
99.7492,98
99.7479,98
99.7464,98
99.7457,98
99.7457,98
99.7459,98
99.7454,98
99.7425,98
99.7393,98
99.7371,98
99.7388,98
99.7385,98
99.7364,98
99.7331,98
99.7311,98
99.729,98
99.7288,98
99.7285,98
99.7273,98
99.7256,98
99.7238,98
99.7221,98
99.7217,98
99.7214,98
99.7202,98
99.7208,98
99.7183,98
99.7172,98
99.7159,98
99.7178,98
99.7169,98
99.7152,98
99.7114,98
99.7084,98
99.7049,98
99.7031,98
99.7014,98
99.699,98
99.696,98
99.6934,98
99.6909,98
99.689,98
99.6882,98
99.6892,98
nan,98
nan,98
nan,98
nan,98
nan,98
99.7004,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
99.6952,98
99.6953,98
99.6917,98
nan,98
nan,98
nan,98
99.6788,98
99.6756,98
99.6716,98
99.6654,98
99.6648,98
99.6661,98
99.6679,98
99.6678,98
99.669,98
99.6686,98
99.6702,98
99.6719,98
99.674,98
99.6755,98
99.6793,98
99.6827,98
99.6834,98
99.6803,98
99.6751,98
99.6702,98
99.6676,98
99.6666,98
99.6685,98
99.6695,98
99.6701,98
99.6698,98
99.6703,98
99.6708,98
99.6716,98
99.6734,98
99.6748,98
99.6781,98
99.6812,98
99.685,98
99.6889,98
99.6915,98
99.6954,98
99.6954,98
99.6884,98
99.6808,98
99.6832,98
99.6879,98
99.6943,98
99.6976,98
99.6989,98
99.6991,98
99.6996,98
99.6997,98
99.6998,98
99.6995,98
99.6988,98
99.6983,98
99.6975,98
99.696,98
99.6964,98
99.6957,98
99.6965,98
99.6952,98
99.702,98
99.702,98
99.7093,98
99.7121,98
99.7123,98
99.7107,98
99.7124,98
99.7152,98
99.7187,98
99.7209,98
99.7223,98
99.7226,98
99.7236,98
99.7244,98
99.7249,98
99.7249,98
99.7244,98
99.7238,98
99.723,98
99.7239,98
99.726,98
99.7239,98
99.7231,98
99.7233,98
99.7256,98
99.7261,98
99.7261,98
99.7268,98
99.7291,98
99.7308,98
99.7336,98
99.7366,98
99.7387,98
99.7408,98
99.7431,98
99.745,98
99.7475,98
99.748,98
99.7492,98
99.7501,98
99.7494,98
99.7495,98
99.7501,98
99.751,98
99.7517,98
99.7527,98
99.7545,98
99.757,98
99.7571,98
99.7559,98
99.7558,98
99.7576,98
99.7607,98
99.7628,98
99.7655,98
99.7673,98
99.7701,98
99.7708,98
99.7716,98
99.7739,98
99.7748,98
99.7748,98
99.774,98
99.7732,98
99.7732,98
99.7737,98
99.7745,98
99.7756,98
99.777,98
99.7777,98
99.7794,98
99.7796,98
99.7779,98
99.7771,98
99.7777,98
99.7794,98
99.7805,98
99.7812,98
99.7817,98
99.7843,98
99.7897,98
99.792,98
99.7942,98
99.7932,98
99.7923,98
99.791,98
99.7914,98
99.7917,98
99.7926,98
99.7934,98
99.7947,98
99.7966,98
99.7984,98
99.7995,98
99.7998,98
99.7983,98
99.7972,98
99.7971,98
99.7984,98
99.7991,98
99.7988,98
99.7984,98
99.7983,98
99.7987,98
99.8027,98
99.8054,98
99.8066,98
99.8065,98
99.8065,98
99.8068,98
99.8068,98
99.8073,98
99.8078,98
99.8089,98
99.8088,98
99.8064,98
99.8028,98
99.8024,98
99.8026,98
99.8034,98
99.8037,98
99.8041,98
99.8047,98
99.8047,98
99.8037,98
99.8039,98
99.8042,98
99.8069,98
99.8092,98
99.8106,98
99.8115,98
99.8118,98
99.8117,98
99.8127,98
99.8136,98
99.8151,98
99.815,98
99.812,98
99.8102,98
99.8102,98
99.8115,98
99.8124,98
99.8126,98
99.8131,98
99.8136,98
99.8138,98
99.8133,98
99.8119,98
99.8116,98
99.8141,98
99.8174,98
99.8188,98
99.8189,98
99.8201,98
99.8217,98
99.827,98
99.8348,98
99.8432,98
99.8503,98
99.8503,98
99.8495,98
99.8484,98
99.849,98
99.8497,98
99.8507,98
99.8513,98
99.8513,98
99.8511,98
99.851,98
99.8518,98
99.8519,98
99.8519,98
99.8538,98
99.8559,98
99.8564,98
99.8554,98
99.8547,98
99.8538,98
99.8529,98
99.8534,98
99.8528,98
99.8529,98
99.8512,98
99.8508,98
99.8515,98
99.8524,98
99.8525,98
99.8526,98
99.853,98
99.8536,98
99.8539,98
99.8539,98
99.8545,98
99.855,98
99.8552,98
99.8576,98
99.8601,98
99.8615,98
99.8624,98
99.8637,98
99.8643,98
99.8642,98
99.8607,98
99.8586,98
99.8586,98
99.8592,98
99.86,98
99.8607,98
99.8616,98
99.8632,98
99.8649,98
99.8657,98
99.8707,98
99.8725,98
99.8716,98
99.8713,98
99.8711,98
99.8717,98
99.8723,98
99.8752,98
99.8773,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
nan,98
99.8566,98
99.855,98
99.8515,98
99.8472,98
99.8445,98
99.8464,98
99.8493,98
99.8514,98
99.8536,98
99.8542,98
99.8549,98
99.855,98
99.8551,98
99.8546,98
99.8538,98
99.8532,98
99.8529,98
99.8526,98
99.8524,98
99.8524,98
99.8515,98
99.8515,98
99.8481,98
99.8452,98
99.8445,98
99.8446,98
99.8448,98
99.8449,98
99.8448,98
99.8449,98
99.845,98
99.8451,98
99.8451,98
99.8448,98
99.8437,98
99.842,98
99.8402,98
99.8367,98
99.8305,98
99.8265,98
99.8269,98
99.829,98
99.8282,98
99.8259,98
99.825,98
99.8261,98
99.8268,98
99.8272,98
99.8275,98
99.8276,98
99.8276,98
99.8276,98
99.8276,98
99.8278,98
99.8281,98
99.8286,98
99.8291,98
99.8291,98
99.8276,98
99.8282,98
